episode_id,step,turn,select_type,option_index,option_type,won,mistake_category
14,26,5,0,0,13,0,NONE
14,27,5,0,0,13,0,NONE
14,32,7,0,4,8,0,NONE
14,33,7,0,0,8,0,NONE
14,34,7,0,0,13,0,NONE
14,35,7,0,0,13,0,NONE
14,38,9,1,0,3,0,NONE
14,39,9,0,0,8,0,NONE
14,40,9,0,0,9,0,NONE
14,41,9,1,1,3,0,NONE
14,42,9,0,0,9,0,NONE
14,43,9,0,0,13,0,NONE
14,44,9,0,0,13,0,NONE
14,48,11,0,0,7,0,NONE
14,49,11,1,0,3,0,NONE
14,50,11,0,0,13,0,NONE
14,51,11,0,0,13,0,NONE
14,56,13,1,6,3,0,NONE
14,57,13,0,0,8,0,NONE
14,58,13,0,0,13,0,NONE
14,59,13,0,0,13,0,NONE
14,64,15,0,6,7,0,NONE
14,65,15,1,6,3,0,NONE
14,66,15,1,0,3,0,NONE
14,66,15,1,1,3,0,NONE
14,67,15,1,0,3,0,NONE
14,68,15,1,0,3,0,NONE
14,69,15,1,0,3,0,NONE
14,70,15,0,0,8,0,NONE
14,71,15,0,4,8,0,NONE
14,73,15,1,0,3,0,NONE
14,73,15,1,1,3,0,NONE
14,74,15,0,0,8,0,NONE
14,75,15,0,4,8,0,NONE
14,76,15,0,0,8,0,NONE
14,77,15,0,0,10,0,NONE
14,78,15,1,0,3,0,NONE
14,79,15,0,0,14,0,NONE
14,80,15,0,0,14,0,NONE
14,87,17,0,0,8,0,NONE
14,88,17,0,0,8,0,NONE
14,89,17,0,0,7,0,NONE
14,90,17,1,0,3,0,NONE
14,91,17,1,0,3,0,NONE
14,91,17,1,1,3,0,NONE
14,92,17,0,0,9,0,NONE
14,93,17,0,0,10,0,NONE
14,94,17,1,0,3,0,NONE
14,95,17,0,0,13,0,NONE
14,96,17,5,0,15,0,NONE
14,97,17,5,0,15,0,NONE
14,97,17,5,1,15,0,NONE
14,102,19,0,1,13,0,NONE
14,103,19,1,0,3,0,NONE
14,104,19,0,0,13,0,NONE
14,105,19,1,0,3,0,NONE
14,106,19,1,0,3,0,NONE
14,108,19,1,0,3,0,NONE
14,108,19,1,1,3,0,NONE
14,109,19,1,0,3,0,NONE
14,115,21,0,0,10,0,NONE
14,116,21,1,0,3,0,NONE
14,117,21,0,0,13,0,NONE
14,118,21,5,0,15,0,NONE
14,119,21,5,0,15,0,NONE
14,119,21,5,1,15,0,NONE
14,129,22,1,0,3,0,NONE
14,131,23,0,0,10,0,NONE
14,132,23,1,0,3,0,NONE
14,133,23,0,0,14,0,NONE
14,134,23,0,0,14,0,NONE
14,139,25,0,0,10,0,NONE
14,140,25,1,0,3,0,NONE
14,141,25,0,0,13,0,NONE
14,142,25,1,0,3,0,NONE
14,143,25,1,0,3,0,NONE
14,143,25,1,1,3,0,NONE
14,143,25,1,2,3,0,NONE
14,145,25,1,0,3,0,NONE
14,150,27,0,1,7,0,NONE
14,151,27,0,0,7,0,NONE
14,152,27,0,0,10,0,NONE
14,153,27,1,0,3,0,NONE
14,154,27,0,0,13,0,NONE
14,155,27,1,0,3,0,NONE
14,156,27,1,0,3,0,NONE
15,3,0,1,0,3,0,NONE
15,5,0,8,0,0,0,NONE
15,7,0,1,0,3,0,NONE
15,13,2,0,0,7,0,NONE
15,14,2,1,0,3,0,NONE
15,15,2,1,0,3,0,NONE
15,15,2,1,1,3,0,NONE
15,15,2,1,2,3,0,NONE
15,16,2,1,0,3,0,NONE
15,17,2,1,0,3,0,NONE
15,18,2,1,0,3,0,NONE
15,19,2,0,0,7,0,NONE
15,20,2,1,0,3,0,NONE
15,21,2,0,0,8,0,NONE
15,22,2,0,2,13,0,NONE
15,23,2,1,0,3,0,NONE
15,24,2,1,0,3,0,NONE
15,24,2,1,1,3,0,NONE
15,25,2,0,0,10,0,NONE
15,26,2,1,0,3,0,NONE
15,27,2,0,0,14,0,NONE
15,28,2,0,0,14,0,NONE
15,34,4,1,2,3,0,NONE
15,35,4,0,0,8,0,NONE
15,36,4,0,0,9,0,NONE
15,37,4,0,0,10,0,NONE
15,38,4,1,0,3,0,NONE
15,39,4,0,0,13,0,NONE
15,40,4,0,0,13,0,NONE
15,51,6,0,1,10,0,NONE
15,53,6,0,0,7,0,NONE
15,54,6,0,0,8,0,NONE
15,55,6,0,0,13,0,NONE
15,56,6,1,0,3,0,NONE
15,57,6,1,0,3,0,NONE
15,59,6,1,0,3,0,NONE
15,66,8,0,0,7,0,NONE
15,68,8,0,0,7,0,NONE
15,69,8,1,0,3,0,NONE
15,70,8,0,0,7,0,NONE
15,71,8,0,0,7,0,NONE
15,72,8,0,0,13,0,NONE
15,73,8,0,0,13,0,NONE
15,83,10,0,0,9,0,NONE
15,84,10,0,1,7,0,NONE
15,85,10,1,1,3,0,NONE
15,86,10,0,0,9,0,NONE
15,88,10,0,0,9,0,NONE
15,89,10,0,0,10,0,NONE
15,90,10,1,0,3,0,NONE
15,91,10,0,0,14,0,NONE
15,92,10,0,0,14,0,NONE
15,97,12,0,0,10,0,NONE
15,98,12,1,0,3,0,NONE
15,99,12,0,0,13,0,NONE
15,100,12,1,0,3,0,NONE
15,101,12,1,0,3,0,NONE
15,103,12,1,0,3,0,NONE
15,108,14,0,1,10,0,NONE
15,109,14,1,1,3,0,NONE
15,110,14,0,0,7,0,NONE
15,111,14,1,1,3,0,NONE
15,112,14,1,0,3,0,NONE
15,118,16,0,0,8,0,NONE
15,119,16,0,4,8,0,NONE
15,120,16,0,0,10,0,NONE
15,121,16,1,0,3,0,NONE
15,122,16,0,0,14,0,NONE
15,123,16,0,0,14,0,NONE
15,128,17,1,0,3,0,NONE
15,130,18,0,4,8,0,NONE
15,131,18,0,0,10,0,NONE
15,132,18,1,0,3,0,NONE
15,133,18,0,0,14,0,NONE
15,134,18,0,0,14,0,NONE
16,2,0,1,0,3,1,NONE
16,3,0,1,0,3,1,NONE
16,5,0,1,0,3,1,NONE
16,6,1,0,0,7,1,NONE
16,6,1,0,1,8,1,NONE
16,6,1,0,2,8,1,NONE
16,7,1,0,0,8,1,NONE
16,8,1,0,0,10,1,NONE
16,9,1,1,0,3,1,NONE
16,10,1,0,0,14,1,NONE
16,11,1,0,0,14,1,NONE
16,15,3,0,0,9,1,NONE
16,16,3,0,2,10,1,NONE
16,17,3,0,0,10,1,NONE
16,18,3,1,0,3,1,NONE
16,19,3,0,0,13,1,NONE
16,20,3,0,0,13,1,NONE
16,25,5,0,0,9,1,NONE
16,26,5,0,0,10,1,NONE
16,27,5,1,0,3,1,NONE
16,28,5,0,0,13,1,NONE
16,29,5,0,0,13,1,NONE
16,32,7,0,0,10,1,NONE
16,33,7,1,0,3,1,NONE
16,34,7,0,0,13,1,NONE
16,35,7,0,0,13,1,NONE
16,45,9,0,0,8,1,NONE
16,46,9,0,0,7,1,NONE
16,47,9,0,0,10,1,NONE
16,48,9,1,0,3,1,NONE
16,49,9,0,0,14,1,NONE
16,50,9,0,0,14,1,NONE
16,52,11,0,0,10,1,NONE
16,53,11,1,0,3,1,NONE
16,54,11,0,0,13,1,NONE
16,55,11,0,0,13,1,NONE
16,68,13,0,1,10,1,NONE
16,69,13,1,0,3,1,NONE
16,70,13,1,0,3,1,NONE
16,70,13,1,1,3,1,NONE
16,71,13,0,0,9,1,NONE
16,72,13,0,0,10,1,NONE
16,73,13,1,0,3,1,NONE
16,74,13,0,0,13,1,NONE
16,75,13,1,0,3,1,NONE
16,76,13,1,0,3,1,NONE
16,76,13,1,1,3,1,NONE
16,76,13,1,2,3,1,NONE
16,82,15,0,0,7,1,NONE
16,83,15,1,0,3,1,NONE
16,84,15,0,0,10,1,NONE
16,85,15,1,0,3,1,NONE
16,86,15,0,0,13,1,NONE
16,87,15,1,0,3,1,NONE
16,88,15,1,0,3,1,NONE
16,95,17,1,4,3,1,NONE
16,96,17,0,0,8,1,NONE
16,97,17,0,0,10,1,NONE
16,98,17,1,0,3,1,NONE
16,99,17,0,0,13,1,NONE
16,100,17,1,0,3,1,NONE
16,101,17,1,0,3,1,NONE
16,105,19,0,0,8,1,NONE
16,106,19,1,3,3,1,NONE
16,107,19,0,0,8,1,NONE
16,108,19,0,0,10,1,NONE
16,109,19,1,0,3,1,NONE
16,110,19,0,0,14,1,NONE
16,111,19,0,0,14,1,NONE
16,115,21,0,6,8,1,NONE
16,116,21,0,0,10,1,NONE
16,117,21,1,0,3,1,NONE
16,118,21,0,0,13,1,NONE
16,119,21,1,0,3,1,NONE
16,120,21,1,0,3,1,NONE
17,4,0,1,0,3,1,NONE
17,8,2,1,4,3,1,NONE
17,9,2,1,0,3,1,NONE
17,9,2,1,1,3,1,NONE
17,10,2,0,0,8,1,NONE
17,11,2,0,0,13,1,NONE
17,12,2,0,0,13,1,NONE
